name,look,smell,taste,feel,review
Brooklyn Brown Ale,4.0,2.75,3.5,3.5,"Clear dark brown with amber highlights. A creamy beige head, with very good retention and sheets of lacing.
The smell is somewhat sour and metallic, with generic toasty grains, grassy hops, and maybe a hint of cocoa?
The taste has a bit of that sourness and metallic-ness, but there is more toast, cocoa powder, milk chocolate, and cocoa. Some grassy hops. More bitterness than expected. Coffee! Dry, moderately bitter, with lingering roast.
The feel is medium-light, well carbonated, crisp and fairly smooth. Dry and chalky.

An okay-ish brown ale? Easily drinkable, but seems rather flawed. I can't this is terrible, but it's not very good, either.Oct 17, 2018"
Brooklyn Brown Ale,3.25,3.25,2.75,4.25,"This is a decent brown ale but I do agree with the body being too thin. I am getting some caramel notes maybe even some toffee. I really don't think it's as bad as others are saying it is. I have had worst beers from Brooklyn Brewery. Brooklyn Brewery is giving New York craft beer a bad reputation. Cheers! B-Oct 09, 2018"
Brooklyn Brown Ale,3.0,2.0,3.0,3.0," oz can poured into a 16 oz pint glass. Best by 8/12/2018 stamped on the bottom. Medium brown with beige head. Aroma was malty. Slightly sweet taste with some malt at the back of the throat. Went down smoothly without any noticeable aftertaste. Over all a good beer. Hands down better than Newcastle in my opinion.Jul 07, 2018"
Brooklyn Brown Ale,4.0,4.25,4.25,3.75," oz. can aggressively poured into a 16 oz Mug. I often find the need for a strong pour with brown ales, this helps the smell and head look.
Dark transparent brown with a tan head , normal retention for the style.
Sweet malty smell, also a slight yeast smell like baked bread.
This beer is on the sweet side though out the pallet, some chocolate and caramel flavors. Not to hoppy at the finish.
Typically medium bodied and lightly carbonated.
Overall, I rate this beer higher than most. I feel this is an excellent representation of the style and brown ales are my favorite. This beer is not overly hoppy , could be a border line English Brown.
All fans of brown ales should try this.Jun 08, 2018"
Brooklyn Brown Ale,3.75,4.0,4.0,3.75,"The deep brown beer with some reddish highlights pours out into a Duvel glass with a 1/2” light tan head that slowly but visibly begins to recede leaving an irregular web and ring of leggy lacing around the sides of the glass. Sipping creates two arches and lots of small patches and legs of lacing. Eventually the foam becomes a thin irregular island on the surface of the liquid.

The aromas are filled with lightly toasted caramel malt. There’s also some light chocolate, some nuttiness and a touch of herbal character.

The flavors are much as expected from the nose with the lightly toasted caramel malt up front against a background that has some chocolate, some nuttiness and some herbal character. In addition to some malt sweetness there’s just a bit of coffee and some slightly bitter herbal notes.

The mouthfeel is on the light side of medium bodied and fairly smooth with small bubbled light carbonation. The fairly long finish begins as the malt sweetness and chocolate begin to fade allowing the herbal bitterness to become more noticeable before it too begins to fade away to the back of the palate in a semi-dry ending that shows just a touch of chocolate as everything slowly disappears.

Overall I’m finding this a very drinkable brown ale and am enjoying both the various well balanced flavors and the semi-dry lightly bitter ending that still has a hint of chocolate and that keeps the slightly toasted malt sweetness from dominating the flavor profile or the ending.May 20, 2018"
Brooklyn Brown Ale,3.5,3.5,3.5,3.5,"Brown colored beer that has hints of chocolate and coffee in smell and taste. Decent but kind of run of the mill. It was nice to try this at least once.Aug 14, 2017"
Brooklyn Brown Ale,4.25,3.75,5.0,4.0,"Medium, clear brown with a mild head. Aroma of milk chocolate and coffee. Drinks like an English dark mild. As a fan of low ABV mild ales, I loved this brown ale.Jun 28, 2017"
Brooklyn Brown Ale,4.0,3.0,3.5,3.75,"Decanted from a tap into a conical pint glass.
A: Dark copper color, frothy off-white head with good retention. 
S: Underwhelming bouquet: sweetness mostly. 
T: Milk chocolate predominates with little or no bitterness. 
M: Medium bodied with solid but subtle carbonation.
O: A reasonable approximation of the style; not a ""go to"" version.Jun 25, 2017"
Brooklyn Brown Ale,3.25,2.75,2.75,3.25,"The appearance has a rich mahogany colored body with a slightly dark copper/caramel looking head that doesn’t last more than three seconds. There is some light lacing. The smell is malty and yeasty with some nuts involved and some light chocolate coming in at the end. The taste has some nuts and yeastiness with an added light roasted graininess. The palate is somewhat medium, comes across fairly sessionable, has a dry aftertaste, and a bitter finish. Overall, this is just a tad above decent, but a bit too yeasty for a brown ale, unsure if Ill come back to this.Jun 10, 2017"
Brooklyn Brown Ale,4.5,3.75,3.75,4.0,"Great cola color. 
A light golden edge and good tan head.
Aromas of mocha are faint.
Subtle, fairly rich and dry.
Very nice, nothing exciting, like other Brooklyns. 
Not as full or rich as RJ Rockers Brown Eyed Squirrel.
Decent, wont repeat.May 19, 2017"
Brooklyn Brown Ale,4.0,2.5,3.5,3.0,"This is my first review, please be gentile. 
Dark brown color, not much aroma, faint toasty malt. Chocolate/Coffee notes. Mouthfeel is ""unique"" not ""dry"" but ""drying."" Hard to explain, obviously everyone is different (fingerprints) (DNA) Not a bad brew for what it is, if it's what your expecting. Brown Ale. 
Not offensive, may buy again.Apr 26, 2017"
Floreffe Prima Melior,4.0,3.5,4.25,4.25,"L- Almost black to the eye, thought held up next to a halogen it's a super-dark chestnut ruby. Slight haze. Pours with 2Cm pillowy med/dark tan head.
S- A slightly piquant and liquor-ish smell.
T- 1st sip -> It's pretty malty, then into a deep toasty grains/malts, and it keeps building until about 5 seconds later the intensity rises again on the tongue/palate in a third wave (with a brushing of ABV% zing) into something quite pungent. These waves keeps repeating on each further sip... now on about my 5th sip. Unusual/really nice!
F- Notably deep, quite pungently toasty with richness and hops all in equilibrium.
O- Well I never, this has turned out to me quite a star. It's super-easy to drink as a slow-sippin' beer. Great for coller months. I'd very happily drink this one again. Shame I couldn't register the spicing/Smell much here but I get bad Springtime congestion and that's what happens. I hope others get to enjoy the spicy facets more!
What a lovely beer. One of those ones you hope to be good, that turns out to be something special. The way the Taste reatedly grew+ebbed - I've had such before, but usually only 2 maybe 3 cycles until the palate adjusts and you no longer notice it; here is just went on and on. 
Bought from BelgiumInABox at Antwerp/BE for home delivery to me in London/UK.
330ml caged/ceramic stoppered bottle. BB: 07/12/2020.
Note: the bottle spout has no lip (unusual) so if pouring slowly due to it being bottle-cond be aware the trickle/flow repeatedly tries to move up the bottle spout towards your pouring hand.
Lable is now updated and much simplified vs that in the Description^. Blue+pale cream, with a simple image of a monastry.Apr 28, 2020"
Floreffe Prima Melior,4.0,4.0,4.5,4.0,"50 ml bottle. Pours brown with tall, long-lasting, foamy off-white head and nice lacing. Aroma is of plums, cherries, caramel, spices and brown sugar. Body is full and smooth. Spicy yeast, caramel malt, toffee, plums, raisins, brown sugar and herbal hops fill the mouth. Finish is long and spicy. Very nice brew.Jul 22, 2019"
Floreffe Prima Melior,4.25,4.25,4.0,3.75,"Pours a dark-brown color with a medium top of beige head that dissolves slowly and leave some lacings. Nice aroma of dark malts, caramel, chocolate,tofee,licorice, burned sugar,raisins,prunes, dates,plums and herbs.
The flavour is sweet and malty with notes of dark and dried fruits,caramel, licorice and chocolate at the start. The finish has a good tone of bitterness that mixes well with the malty and sweet flavour. Good lenght on the aftertaste with a soft and creamy mouthfeel. The carbonation is quite high with a medium body.
A really good and enjoyable dark ale, kind of a underdog.Nov 30, 2018"
Floreffe Prima Melior,4.25,4.25,4.25,4.5,"L: Dark amber color, two finger beige head, excellent lacing, good carbonation.

S: Belgian yeast, oak, raisins.

T: Classic Belgian taste.

F: Full bodied, creamy, dense, overly carbonated.

O: Very good beer. Really enjoyed it.Oct 24, 2017"
Floreffe Prima Melior,4.5,4.5,4.5,4.5,"From Alcampo. In Teku glass. Watching The Sopranos 1x02. Some licorice. There is something adictive in this beer that have made me enjoy it more the more I drank it in both nose and mouthAug 01, 2016"
Floreffe Prima Melior,4.25,4.0,4.5,4.0,"L: Dark brown wit a massive foam head.
S: Smells dark fruit, sweety.
T: Bittersweet,tart and dry.
F: Alcohol not well hidden but smooth.
O: Like it at all.Apr 08, 2016"
Floreffe Prima Melior,3.5,3.25,3.5,3.75,"Poured into Chimay chalice. Creamy head covers black beer (brown really, but you can’t see through it). Smell of coffee and chocolate. Taste: licorice/anise, chocolate, burnt toast. Has a bite to it...sweet and then mildly tart/sour.Mar 16, 2016"
Floreffe Prima Melior,3.75,3.75,3.75,3.75,"330 ml bottle, Beergium - Pours dark brown with a large tan foamy head. Nice small lacing. Medium carbonation. Smell - Yeasty, dark fruits. Taste - Sweet, plummy, light malty finish. Enjoyable strong aleSep 25, 2015"
Floreffe Prima Melior,4.5,4.75,4.75,4.5,"Pours deep brown, almost black with a very wide capuccino color foam head. Smell is sweet of malts, lots of anise and citric. Taste is not sweet at all, extremely well atenuated, strong and complex. Chocolate, citrics, anise, very nice beer overall.Sep 09, 2015"
Floreffe Prima Melior,4.0,3.5,3.75,3.75,"330ml bottle - the last of the '1/2 Meter of Beer' mix-pack from this brewery, and now finally something of the darker and heavier Belgian persuasion.

This beer pours a mostly clear, very dark cherry cola tinted brown colour, with a teeming tower (aaaah, refermentation in the bottle) of puffy, thinly frothy, and fairly fizzy beige head, which leaves some decent sudsy limestone arch lace around the glass as it quickly subsides.

It smells of semi-sweet black fruit - raisins, dates, prunes, and dried cherries - somewhat sugary bready caramel malt, black licorice, muddled savoury spice (maybe it's coriander, maybe it's not), and a bit of earthy, musty yeast. The taste is grainy, kind of doughy caramel malt, tight, but not quite tart dark fruit (generally the same cats from the nose), a stronger sweet and tangy anise character, more hard to delineate earthy spice - ok, I'll just say coriander, and leave it at that - and a dry earthiness that is more hoppy than yeasty in provenance.

The carbonation is still quite frizzante all over my numerous palates after that initial outburst, the body medium-light in weight, especially for the style, and more or less smooth, neither yeast or alcohol caring to interfere here. It finishes just a tad off-dry, the caramel malt and candy-like licorice carrying the day against the countermeasures of the ethereal yeast and stealthy, encroaching booze.

Not a bad BSDA by any stretch of the imagination, but by the same token, a bit of a boy among men, when comparing it to the better-known abbey and laic versions readily available, like yer Gouden Carolus and even various Unibroue offerings. Nice to try, and duly warming after a spell, but I'm afraid my memory banks just don't have room for this one.Jun 20, 2014"
Floreffe Prima Melior,3.75,3.25,3.5,3.0,"Bottle: an incredibly solid tall brown 750mL bottle. A standard Belgian old-school label.

Appearance: pours a dark brown with highlights, limited visible carbonation. A tan head drops from two fingers to one fairly quickly, and settles to a rocky cream. Very little lacing.

Aroma: some sweet malts with spice, a touch of heavy fruits. Really not much to it though, which is a bit disappointing for a Belgian ale.

Taste: heavy fruits and spices with some caramel malts. Not the most brilliant Belgian Strong I have had to date, but still quite drinkable.

Aftertaste: the fruits are joined by a touch of star anise. Still lacks some complexity.

Mouth feel: a light- to-moderate body with mild carbonation. A bit lacking.

Overall: not the most impressive Belgian Strong Dark Ale I have had to date. Some heavy fruits and spice with caramels, but really nothing too impressive. Still fairly drinkable, but you can get something better for an equivalent price.Apr 17, 2014"
Floreffe Prima Melior,5.0,2.5,2.0,1.5,"Pours a beautiful deep black color, covered with generous dark tanned head with solid retention.
There are some sweet fruits in the aroma, together with some interesting spices.
The taste is surprisingly weak and watery. Some spices along some roasty feel, no realy bitterness.
Too bad, promises much more than delivered.Apr 12, 2014"
Floreffe Prima Melior,3.25,3.25,2.5,3.0,"Purchased through Beerboxx. Poured into a St. Bernardus goblet. A careful pour along the side of the glass resulted in an enormous fluffy head - ended up looking like a hot fudge sundae. Pale tan head settled slowly with nice lacing. Beer was murky dark brown.

Smells of caramel, yeast and alcohol faintly.

I was surprized when reading other reviews. This bottle tasted like Trappist Rochefort without any candy sugar - I tasted no coriander or orange. I wonder if this was a defective batch since my overall impression was of a beer with an obvious gap in the flavor profile. 

Overall it's pleasant but I would only buy it again for verification purposes if I found it locally.Mar 09, 2014"
Floreffe Prima Melior,3.75,4.0,3.5,4.5,"General: Received this with the rare beer of the month club. It's a wine bottle size with a cork and basket seal. The carbonation upon opening the bottle was good, a nice hiss when I opened it. I'm enjoying this beer out of my New Belgium tulip style glass.

Appearance: very dark brown, nearly black with some ruby hues to it. The head is an off white that dissipates fairly quickly but does leave some decent lacing. 

Aroma: A nice maltiness with some hints of orange and the star anise. Not a big fan of the aromas of this but it's a unique beer that's for sure.

Mouthfeel: medium body with high carbonation. There is a nice drying effect with this. 

Taste: There's a lot of flavors going on with this beer. Star anise and orange peel are the forefront of this but there is a good back up on this. Not a huge fan of this beer, it's just not my style.

Overall: As far as the style is concerned its very different than some of the other strong ales that i've had. It's a combination between a strong ale and a spiced ale. Just not my thing. I think that the rare beer of the month club needs to drop this one from it's rotation.Feb 25, 2014"
Floreffe Prima Melior,3.5,3.25,3.0,3.5,"A deep brown pour with 2 fingers if head which quickly dissipated, smells if licorice/anise, coriander, definitely getting an orange peel scent, along with the sugary malty profile of a quad.
The taste is a bit odd. Citrusy from the irange peel, a weird medicinal flavor from the star anise, with a bit of a sweet yet dry candy flavor
Medium in body with high carbonation. 
Not really enjoying this. It's my first beer from the rare beer club, and I'm honestly not impressed at all.Feb 02, 2014"
Floreffe Prima Melior,4.25,4.0,3.75,3.75,"Appearance: Deep mahogany body, surmounted by a large, dense tan head, which retains well. Superb, fine unbroken lacing adorns the glass walls.

Aroma: Brown sugar, dark fruit, anise, orange rind, and sweet vinous alcohol comprise the complex and beguiling aroma.

Taste: Opens with very bread-like dark malt, similar to a European dark bread. Later in the taste, dark fruits (figs, plums), and some lightly charred malts appear. Coriander and anise soon appear, but in restrained quantities. From the inception of the taste to its close, there is a sweet undercurrent of vinous alcohol. Late in the taste, there is a quite restrained flourish of herbal hops.

Mouth feel: Smooth, soft, very pleasant. 

Drinkability/notes: A solid, drinkable example, while not extraordinary, s in a little more over-the-top, its not bad at all. Would prove itself elegant at a holiday dinner.

Presentation: Packaged in a One pint, 9.4 fluid ounce Belgian-style brown glass bomber with a cork and cage, served in a New Belgium Brewing chalice.Sep 01, 2013"
Floreffe Prima Melior,3.5,3.5,3.5,3.5,"A-dark brown color with a little hint of mahogany, decent light tan head and good lacing

S-dark fruit, brown sugar, dark malt, spices

T-dark malt, spices, toffee, raisins

F-medium body with moderate carbonation, smooth

O-pretty standard dark ale, nothing too compellingJul 11, 2013"
Floreffe Prima Melior,4.0,3.5,3.75,3.5,"Served from a 330 ml bottle

A: Very dark in appearance. Ruby red highlights are visible in the light. The beer is topped with a large bubbled two fingers of beige head. Delicious looking.

S: Brown sugar, dried dark fruits. Alcohol is a tad too noticeable for the style.

T: The dominant flavor is really brown sugar most likely because of the addition of dark belgian candi sugar. Dried dark fruits like in the smell are also present. Figs, plums, prunes, and dates come to mind. Perhaps a bit of apricot as well. The alcohol once again is to prevalent and is displeasing to an otherwise well done beer. A bit metallicy at times as well.

M: Fairly dry and a touch to thin for me. Crispness is good however.

O: A fairly decent beer with the main problem being noticeable alcohol. Wouldn't recommend it or buy it again but it was a good experience.May 21, 2013"
Floreffe Prima Melior,2.25,3.0,1.5,1.5,"A - Pours a dark brown colour with large frothy off white head that dissipates very quickly.

S - Dark cherry or sherry like aromas with some dark chocolate malt

T - Very sweet malts with some burnt cherries and aniseed,, leaving a awful slightly bitter finish

M - Over carbonated with medium bodied

O - Very ordinary, will not be able to finish the bottle. That says it all.May 19, 2013"
Floreffe Prima Melior,4.25,3.75,3.75,3.5,"330 ml bottle served at Het Waterhuis in Ghent and served in its branded goblet. On to the beer:

Who likes a fluffy head which retains well? I do. I also like the dark brown color with reddish hues of this beer. The nose of toasted malt, kiss of chocolate, and a dose of cherry make a pleasant aroma. A good flavor continues the momentum, which starts with dark chocolate and toast. A kiss of tartness adds a little something different. Brown sugar notes too. Its aftertaste withers into a semi-sweet flavor. Regarding its feel, the beer is medium full with pleasing carbonation and somewhat acidic sensation. 

Agreeable strong dark ale, and one that doesn't weigh you down too much.May 18, 2013"
Floreffe Prima Melior,2.5,3.5,3.0,3.0,"Huge foam-up that dissipates to some streamers of froth. 

Distinctive flavor of nuts, spice, pumpkin pie, licorice-- the whole candy store. Besides ""canesugar"" the label lists spices, so maybe the wise ones will know if this is spiced up like Anchor Christmas ale, which is exactly what this tastes like-- only sweeter. Clean flavors, no hint of oxidation or other odd flavors, but it's just very plain, just lots of cinnamon, allspice and such.

For the ridiculous foam and the excess of additives, and the lack of Belgian flavors, I don't rate this very high. However, I suppose you could call this a Winter Warmer and enjoy it with a slice of fruitcake. From the 33 cl botle bought at Beer And Gin House in Gent.Oct 05, 2012"
Floreffe Prima Melior,4.0,3.5,3.5,3.5,"0ml bottle poured into a Leffe chalice by freshness date.

A:
Blackish opaque brown with massive rocky frothy head that retains very well then leaves several lacing patches stick to a glass once dissipated.

S:
Dark and roasted malt, dark fruits reminiscence of raisins and some sweet portion of sugarcane, a little bit spice from alcohol.

T+M:
Quite complex, it comprises by 3 tiers. I – Barley malt and roasted malt kick off after sip. This portion also lends some bready and astringent traits. II – Following by dark fruit esters generate by yeast. III – Sugarcanes bring sweetness until the finish with slight bitterness from hop hiding in. Alcohol fusel can be detectable along mid-way to the finish. The body is medium with right amount of carbonation.

O:
Another good Strong Dark Ale, definitely worthy.Jan 13, 2012"
Floreffe Prima Melior,4.5,4.5,3.0,2.5,"0ml bottle poured into a Trappistes Fochefort goblet…

A- Dark, porter like color with a caramel, pillowy head. Lots of carbonation present.

S- fruity, flowery aroma with a hint of yeast.

T- Overwhelmingly sweet. This beer could do with some taming of the sugar. Very yeasty
MF- so sweet, it’s difficult to find it a pleasant experience. 

O- Thank God I’m not diabetic. Maybe it would do better aged for some time, but I am having trouble finishing this bottle. The beer had good intentions, but did not deliver. Hell, it looked and smelt great... I would not buy this beer again.Jan 06, 2012"
Floreffe Prima Melior,3.0,3.5,3.5,3.5,"Pours a half finger tan head over dark brown body. Head dies quickly.

Into Xmas pud territory straight away on the nose, with some sherry and brandy hints as well. Also raisins.

Taste is as smell, with no hop presence noted at all.

Mouthfeel quite light for the ABV.

Not an outstanding example of style, but not the worst either.Jan 02, 2012"
Floreffe Prima Melior,4.0,4.0,4.0,4.0,"Served in a Duvel tulip glass.

Revisiting this guy, complete with review, after remembering enjoying it about a year ago. I let it warm up a bit from the fridge (just FYI). It pours a dark-ish ruby-brown topped by a finger of slightly-off cream foam. The nose comprises rye bread, Belgian yeast, nutmeg, figs, brown sugar-cinnamon, pecans, and oak. The taste brings in all of these for a reunion, along with some red apple skin, black grapes, black pepper, and a touch of cocoa and vanilla. The body is a medium that yearns to lean to the lighter side, with a very light moderate carbonation and a lightly grainy feel. Overall, a very nice BSDA, one that affirmed my memory (always a plus) and seemed to please the lady (always a plus). Good times here all around.Jul 22, 2011"
Gambrinus Premium,4.25,4.25,4.0,4.0,"I must say that beer is pleasant, unpleasant bitter taste, very good refreshing and intoxicating, it is recommended to drink beer on hot summer evenings !!!Mar 08, 2016"
Widmer Brothers Alchemy Ale,5.0,4.0,4.5,4.0,"As far as I know, this beer has been discontinued by Widmer, however, I will always have fond memories of this one. Excellent hop/malt balance. As the beer got warmer, a sweet, golden honey flavor appeared. True alchemy indeed, and from Widmer of all places! Hope this one makes a reappearance someday.May 26, 2018"
Widmer Brothers Alchemy Ale,3.75,3.5,3.75,3.5,"Poured 12 oz bottle into standard pint glass. Golden color, bubbly, white head that dissipated quickly. Smell is malt and herbs. Licorice is there perhaps faintly. The flavor is not bad, but a little flat. Some light malt with a bit of a peppery butterness in the finish. Watery mothfeel. Not a bad beer, but not a go to for pale ales for me.May 31, 2016"
Widmer Brothers Alchemy Ale,4.0,3.0,3.25,3.25,"Supurb golden/bronze color and a nice cloudy hue. Not a lot of foam on the pour. The smell is OK and not over powering, but it could be stronger in my opinion. Flower is the first flavor for me and followed by a malt bitterness.Feb 21, 2016"
Widmer Brothers Alchemy Ale,3.25,3.25,3.25,3.5,"Bronze color, clean and limpid. Almost no foam. But beautiful color.
Pleasant smell, malt-caramel-hop, citrussy and resinous. Classic and well done.
Same notes at the taste. Resinous and citrussy notes, good balance.
Average body, average standing aftertaste.Jan 27, 2016"
Widmer Brothers Alchemy Ale,4.0,3.25,3.5,3.5,"Pours a clear deep gold bordering on pale amber producing 1 finger of beige, somewhat lasting, foamy head that leaves a wash & surface ring of lacing. Aroma is a mixture of caramel, apple & vegetable notes with subdued floral hop hints. Taste is thin semisweet caramel malt, apple & faint honey with a more potent hop profile than found in the nose, composed of mostly earthy floral/herbal notes baked by grapefruit & pine. Finishes peppery & bitter but clean & dry with a hint of onion that lingers into an aftertaste that is bitter & lightly astringent. Mouthfeel is light-medium bodied with moderate carbonation, prickly in the finish, dry & moderately chewy for the style. Well done & a nice example of the style but certainly nothing special.Dec 08, 2015"
Widmer Brothers Alchemy Ale,3.25,3.0,3.0,3.25,"Bottle from Albertsons. Faint malt aroma with unremarkable malt taste. Lightly hopped with some lingering hops on the palate. Drinkable, but not memorable.Dec 02, 2015"
Widmer Brothers Alchemy Ale,4.0,3.5,3.5,3.5,"Auburn color, looks like a substantial beer, good full inch of head on it. Aroma came off uniquely hoppy, different. Smelled of c hops. 

Plenty of bitterness, grapefruit, caramel, lots of it and malt giving it the appearance and heft it had. Carbonation comes through high and well placed given the heft. I mean, its a pale ale. . . that is kinda dark.

A solid option from Widmer.Nov 30, 2015"
Widmer Brothers Alchemy Ale,4.0,3.5,3.25,3.0,"Pours a finger of head on a hazy darker straw body.
The aroma is nice: grainy and a little honey.
The taste is on the verge of dank grapefruit, a little malt sweetness.
The texture is crisp.
A nice pale ale.Nov 29, 2015"
Widmer Brothers Alchemy Ale,3.5,3.75,3.5,3.75,"A: crystal clear; copper colored; 1 finger ivory head that receded to a thin collar; very little lacing;

S: tropical fruit, caramel, earthiness;

T: follows the nose; balance is toward the hops up front and toward the malt near the slightly sweet finish; mild, long lasting bitterness in the aftertaste;

M: medium bodied; moderate carbonation; mildly dry finish, but not until well into the aftertaste;

O: I don't especially care for the moment of sweetness, but overall, this was enjoyable;Oct 05, 2015"
Widmer Brothers Alchemy Ale,4.0,4.0,4.0,4.0,"From bottle. Pale cloudy amber with a one finger head, good lacing. Lively fruity hops aroma with a alcohol citrus chasing up behind. While I smelt more hops the taste was a pleasant surprise of more malts and citrus with a hops aftertaste. Kind or reverse of the aroma. First I've seen that. Clean and thin and smooth describe the feel to me. I was surprised by this and really enjoyed drinking it. Would not hesitate to have another. Too bad I picked it up no where close to me.Sep 16, 2015"
Widmer Brothers Alchemy Ale,4.25,4.25,4.25,4.25,"L: brilliant gold amber 2” foam cap dissipates to a film, lacy, cap is white to a little gold tint, S: herbal hops, malt, fruit, and melon. T: The palate starts malt then blends into fruit, hints of melon and then a peppery hop finish. The finish has lingering hop flavors, a touch of fruit and bitter. F: Above average carbonation, medium to a little less on the body O: a flavorful and easy to drink American Pale Ale.Aug 18, 2015"
Widmer Brothers Alchemy Ale,3.75,3.25,3.75,3.75,"Nothing super special here. Look was sunshine orange with limited head. Smell was lacking at times, at times malty at times vinegary. Taste was very good - good, tend to rate up if it is close. Malt, tinge if pine. Not very complex.Aug 17, 2015"
Widmer Brothers Alchemy Ale,4.25,4.5,4.25,5.0,"White lacing on the glass. Redish amber color. Smells of hops and some grains. I get a bitter taste kind of like Red Hook. Not too overpowering. At 5.8% abv they are really drinkable. Cheers!!Jun 29, 2015"
Widmer Brothers Alchemy Ale,3.5,3.5,3.75,3.75,"Crystal clear, a slightly orange-copper color with a nice white head. The smell is a little grainy...a hint of fruit and hops. Nice bitterness in the flavor, the beer is balanced. Some sweetness and a sweet malt flavor throughout. The finish has a decent hop bitterness. Full in body. Solid.Feb 28, 2015"
Widmer Brothers Alchemy Ale,3.75,4.0,4.0,4.25,"Golden pour with thin white head. Great color for the name. Smells of grass and pine - pretty nice. With some piney bitterness comes a great malt flavor. This stuff is smooth as heck with a clean finish.Feb 21, 2015"
Widmer Brothers Alchemy Ale,4.0,3.0,3.0,3.0,"Poured from 12 oz bottle into schooner glass.

Appearance: pours a pillowy off white head that falls slowly with some nice lacing. Color is somewhat cloudy copper with abundant streaming carbonation.
Aroma: citrus and floral hops dominate, with some malt sweetness in the background.
Mouthfeel: light to medium bodied with a wet finish.
Flavor: citrus is throughout the taste with some balancing malt sweetness 
Overall: enjoyable but nothing outstandingFeb 08, 2015"
Widmer Brothers Alchemy Ale,3.5,3.5,4.0,4.25,"A decent and reliable Pale Ale - pours a rich amber color that is consistent throughout with a mild head. A slight floral hoppy aroma, with a straightforward taste that balances malt and hops without being extreme in any way. Finish is a light toasty malt that lingers for a good 20 seconds.Feb 07, 2015"
Widmer Brothers Alchemy Ale,3.75,3.5,3.75,3.5,"Poured a clear copper gold, a small off white head fizzled away very quickly, no lacing is left on the glass.

Smells like the main essence of beer. Yeast and barley, small hint of apple.

Taste is clean, bready, barley, hops come through with a hint of citrus at the middle and rides through to the end.

Thin-bodied, light, very drinkable.Jan 13, 2015"
Widmer Brothers Alchemy Ale,3.5,3.5,3.5,3.5,"A pretty straight forward APA, very hop forward. Not much malt backbone behind this one. It is not a 'wow' type of beer, but is enjoyable. I would go for the Upheaval IPA when available though.

Would Drink Again: No
Would Purchase Again: NoNov 28, 2014"
Widmer Brothers Alchemy Ale,3.5,3.5,3.75,3.75,"Sample is dated May 12/14, so I am grading on a curve. This tastes good old, so it stands to have been much better fresh. 

Pours to a creamy white head that falls to a thin film and fine lacing. Orange amber color. Aroma is light crystal malts and citrus/spicy/piney hops. Flavor is malty and balanced with a biscuity finish. Mouthfeel is medium-light. Overall a good pale ale that held up to a six month layover at room temperature in an Oklahoma liquor store.Nov 08, 2014"
Widmer Brothers Alchemy Ale,3.75,3.5,3.5,3.25,"Pours clear copper in my plastic glass from the hotel room. Oh well. Still, half finger head has nice retention and sticky to the side of the glass, looks nice.
Smell of citrusy and floral hops, some grains, faint caramel.
Taste: biscuity malts, bread crust, a short flash of fruitiness (peach, apple, some sweet citrus) and then some bitter green hops balanced with caramel malts till the end.
Light bodied, tho a tiny bit buttery, medium carbonation.
Read some nice stuff about Alchemy Ale, true, but most of the time it gets trashed in reviews. I didn't find it to be bad, but not even close to impressive.Jun 01, 2014"
Widmer Brothers Alchemy Ale,4.25,3.5,4.0,3.75,"Bottled August 20th 2013.

Poured from the 12 oz. bottle into a Samuel Adams nonick.

a: Clear dark gold with an inch and a half slightly offwhite head which receded to dense even surface foam and patchy lacing.

s: Mild fruit cup.

t; A pleasant mild fruit note over a light to moderate sweet malt base. Some hop bitterness balances the malt well.

m: Moderate, good body.

o: A very nice dinner or session ale, more fruity than sweet malty, with a mildly bitter finish. Would likely be quite refreshing in warm weather.Apr 25, 2014"
Widmer Brothers Alchemy Ale,3.5,3.75,3.75,3.75,"poured a nice pale copper orangish hue with a nice white head that receedes leaving descent lacing. 

Very nice hop forward nose that has a hint of quality grain backing it up. Floral citrus grapefruit piney resiny goodness that never overpowers.

Again with the nice slow hop domination that never overpowers a sweet graininess that is dry on the finish with above mentioned hop flavs - floral citrus grapefruity piney resin. Nice and smooth, not over the top at all.

Crisp hoppy dry goodness.

Quality brew from a big boy who rarely disappoints.Apr 21, 2014"
Konig Ludwig Dunkel,3.75,4.0,4.0,3.75,"Smooth and rich with a nice biting palate. Pours dark brown with thick beige head, lots of lacing as the head receds. Chocolately aroma with a hint of wood. Taste is burnt toast, choclate and coffee. This is an excellent dunkel. I could make this my regular....Yesterday at 10:15 PM"
Konig Ludwig Dunkel,4.0,3.25,3.75,3.75,"Bottle, served at home in a weiss glass. Amber color, huge off white head with great retention, compact lacing.
Aroma of roasted malts, cocoa, yeast, grains. 
Medium body, rough texture, very good carbonation. Sweet finish.
Taste of cocoa, roasted malts, dried fruits, clove, pepper.
Good.Oct 03, 2020"
